source	destination	time	source_name	destination_name	source_longitude	source_latitude	destination_longitude	destination_latitude	destination_latitude_center	destination_longitude_center	time_scaled	angle	LineText	stop_seq_count_U1	stop_seq_count_U2	stop_seq_count_U3	stop_seq_count_U4	stop_seq_count_U6
60200949	60200027	40.0	Oberlaa	Alser Straße	16.400264	48.142194	16.341828049999997	48.21681995	31.49343297358618	-24.66097482943922	0.7142857142857143	0.6643206147878415	U6					15.0
60200950	60200027	5.0	Nußdorfer Straße	Alser Straße	16.3523609	48.231305899999995	16.341828049999997	48.21681995	-4.04399729015927	-2.9404227446380027	0.08928571428571429	0.6286885314448861	U6					15.0
60200956	60200027	19.0	Ober St. Veit	Alser Straße	16.276076500000002	48.1922459	16.341828049999997	48.21681995	6.651696650430853	17.797610279772027	0.3392857142857143	1.2131298946090372	U6					15.0
60200981	60200027	18.0	Ottakring	Alser Straße	16.31151455	48.21156095	16.341828049999997	48.21681995	3.0768078261480856	17.735085384653605	0.32142857142857145	1.3990190193102956	U6					15.0
60201007	60200027	21.0	Perfektastraße	Alser Straße	16.313495	48.1369569	16.341828049999997	48.21681995	19.79140839645651	7.021406816633738	0.375	0.34091832391233096	U6					15.0
60201015	60200027	12.0	Philadelphiabrücke	Alser Straße	16.3313944	48.17351995	16.341828049999997	48.21681995	11.6660963068337	2.811084658931695	0.21428571428571427	0.2364542881920185	U6					15.0
60201018	60200027	16.0	Pilgramgasse	Alser Straße	16.3543015	48.19215285	16.341828049999997	48.21681995	14.278296551321978	-7.22012794848588	0.2857142857142857	0.4681745257932599	U6					15.0
60201035	60200027	16.0	Hütteldorfer Straße	Alser Straße	16.3114111	48.19979995	16.341828049999997	48.21681995	7.812938605218697	13.962735776024816	0.2857142857142857	1.0606457426577773	U6					15.0
60201040	60200027	26.0	Praterstern	Alser Straße	16.3924844	48.2188364	16.341828049999997	48.21681995	-1.0341489671001607	-25.97942524217666	0.4642857142857143	1.5310108714025525	U6					15.0
60201062	60200027	7.0	Spittelau	Alser Straße	16.358319225	48.235238425	16.341828049999997	48.21681995	-5.215072676689003	-4.669370083517882	0.125	0.7302459212726362	U6					15.0
60201095	60200027	32.0	Reumannplatz	Alser Straße	16.3778315	48.17515915	16.341828049999997	48.21681995	24.211530735115918	-20.923713328721963	0.5714285714285714	0.7126829129493205	U6					15.0
60201104	60200027	22.0	Rochusgasse	Alser Straße	16.39161305	48.20242784999999	16.341828049999997	48.21681995	6.109699014862491	-21.13460616968739	0.39285714285714285	1.2893830686196979	U6					15.0
60201124	60200027	14.0	Roßauer Lände	Alser Straße	16.3675738	48.222349949999995	16.341828049999997	48.21681995	-2.940042188900385	-13.687810340864818	0.25	1.3592182848136134	U6					15.0
60201182	60200027	16.0	Schottenring	Alser Straße	16.37182755	48.216932750000005	16.341828049999997	48.21681995	-0.06016057740957741	-15.999886896629167	0.2857142857142857	1.567036281846924	U6					15.0
60201184	60200027	27.0	Schottentor	Alser Straße	16.36286685	48.2150569	16.341828049999997	48.21681995	2.2546952838036405	-26.905693620072192	0.48214285714285715	1.487191732529406	U6					15.0
60201198	60200027	17.0	Schwedenplatz	Alser Straße	16.378104275000002	48.21187795	16.341828049999997	48.21681995	2.294755497097821	-16.844408484970298	0.30357142857142855	1.4353973797174777	U6					15.0
60201199	60200027	24.0	Schlachthausgasse	Alser Straße	16.4067005	48.19446805	16.341828049999997	48.21681995	7.818177278511057	-22.69088151751213	0.42857142857142855	1.2389836261855425	U6					15.0
60201200	60200027	13.0	Schweglerstraße	Alser Straße	16.3286184	48.19769495	16.341828049999997	48.21681995	10.696536977273578	7.388105081400711	0.23214285714285715	0.6044574882046428	U6					15.0
60201211	60200027	13.0	Schönbrunn	Alser Straße	16.318894	48.186064949999995	16.341828049999997	48.21681995	10.421462818824315	7.771300580717642	0.23214285714285715	0.6407443955539645	U6					15.0
60201235	60200027	22.0	Siebenhirten	Alser Straße	16.309812049999998	48.130395899999996	16.341828049999997	48.21681995	20.62992126894284	7.642404624018528	0.39285714285714285	0.35477781787046364	U6					15.0
60201260	60200027	30.0	Simmering	Alser Straße	16.41950995	48.17050595	16.341828049999997	48.21681995	15.36282623925868	-25.767878646530935	0.5357142857142857	1.0331751425395936	U6					15.0
60201278	60200027	39.0	Donauspital	Alser Straße	16.465620350000002	48.219558	16.341828049999997	48.21681995	-0.8623948313580538	-38.99046390022625	0.6964285714285714	1.5486818363376362	U6					15.0
60201299	60200027	36.0	Stadlau	Alser Straße	16.44903745	48.21961494999999	16.341828049999997	48.21681995	-0.9382183207726075	-35.98777217865211	0.6428571428571429	1.5447317556610567	U6					15.0
60201305	60200027	22.0	Stadtpark	Alser Straße	16.379692050000003	48.202840949999995	16.341828049999997	48.21681995	7.619484479030372	-20.6383976188515	0.39285714285714285	1.2171292952733421	U6					15.0
60201317	60200027	17.0	Kendlerstraße	Alser Straße	16.309147449999998	48.20457495	16.341828049999997	48.21681995	5.964731590533419	15.919232929161275	0.30357142857142855	1.2122999876424774	U6					15.0
60201320	60200027	18.0	Stephansplatz	Alser Straße	16.371564975	48.208054399999995	16.341828049999997	48.21681995	5.089357574240452	-17.265527489234763	0.32142857142857145	1.2841446817929694	U6					15.0
60201349	60200027	29.0	Südtiroler Platz	Alser Straße	16.3734569	48.187400350000004	16.341828049999997	48.21681995	19.75108356036306	-21.234281202610934	0.5178571428571429	0.8215708482385455	U6					15.0
60201366	60200027	28.0	Taubstummengasse	Alser Straße	16.370349949999998	48.193794	16.341828049999997	48.21681995	17.58836770779466	-21.78644811288444	0.5	0.8916153159786355	U6					15.0
60201372	60200027	3.0	Thaliastraße	Alser Straße	16.33791205	48.207669949999996	16.341828049999997	48.21681995	2.7580271970886816	1.1803753556047971	0.05357142857142857	0.40439045383758504	U6					15.0
60201394	60200027	14.0	Tscherttegasse	Alser Straße	16.32753595	48.16474205	16.341828049999997	48.21681995	13.500817126220502	3.705123064670211	0.25	0.2678426718004076	U6					15.0
60201404	60200027	18.0	Unter St. Veit	Alser Straße	16.2862365	48.19108095	16.341828049999997	48.21681995	7.562749596280659	16.334161090914854	0.32142857142857145	1.1371826791851842	U6					15.0
60201430	60200027	16.0	Volkstheater	Alser Straße	16.358481025000003	48.205424550000004	16.341828049999997	48.21681995	9.035622714649712	-13.204450846533003	0.2857142857142857	0.9706946115773641	U6					15.0
60201433	60200027	27.0	Vorgartenstraße	Alser Straße	16.4011663	48.22369379999999	16.341828049999997	48.21681995	-3.106951618061458	-26.820642267533888	0.48214285714285715	1.4554685619109455	U6					15.0
60201468	60200027	6.0	Westbahnhof	Alser Straße	16.338796575	48.19639592499999	16.341828049999997	48.21681995	5.934980710795389	0.8809108709095723	0.10714285714285714	0.1473511231867954	U6					15.0
60201481	60200027	38.0	Neulaa	Alser Straße	16.3861419	48.1458319	16.341828049999997	48.21681995	32.234886317351524	-20.122427887991638	0.6785714285714286	0.5580553453736373	U6					15.0
60201499	60200027	17.0	Alterlaa	Alser Straße	16.316873049999998	48.1507169	16.341828049999997	48.21681995	15.904398328533174	6.004174698270461	0.30357142857142855	0.36097519439181025	U6					15.0
60201510	60200027	3.0	Währinger Straße - Volksoper	Alser Straße	16.34952705	48.22567205	16.341828049999997	48.21681995	-2.2636238740295447	-1.968757719203528	0.05357142857142857	0.7158414703287814	U6					15.0
60201530	60200027	13.0	Zieglergasse	Alser Straße	16.3462659	48.197144	16.341828049999997	48.21681995	12.681439755840545	-2.86025972928804	0.23214285714285715	0.22183495150629803	U6					15.0
60201573	60200027	33.0	Troststraße	Alser Straße	16.3805588	48.168459999999996	16.341828049999997	48.21681995	25.75754946471519	-20.628830446071106	0.5892857142857143	0.6752802356702996	U6					15.0
60201667	60200027	8.0	Jägerstraße	Alser Straße	16.3686969	48.235219	16.341828049999997	48.21681995	-4.51999767888228	-6.600728822099784	0.14285714285714285	0.9703634248600872	U6					15.0
60201705	60200027	11.0	Handelskai	Alser Straße	16.385674950000002	48.2418569	16.341828049999997	48.21681995	-5.45450266925991	-9.552402872106919	0.19642857142857142	1.051966983775437	U6					15.0
60201749	60200027	27.0	Gasometer	Alser Straße	16.417232849999998	48.184859	16.341828049999997	48.21681995	10.536752713855515	-24.859140014229343	0.48214285714285715	1.1698931106488848	U6					15.0
60201858	60200027	38.0	Aderklaaer Straße	Alser Straße	16.449742450000002	48.2634109	16.341828049999997	48.21681995	-15.062266138645965	-34.88736359727687	0.6785714285714286	1.1632308198339092	U6					15.0
60201859	60200027	39.0	Großfeldsiedlung	Alser Straße	16.447891900000002	48.271023	16.341828049999997	48.21681995	-17.7474200238166	-34.72792943004569	0.6964285714285714	1.0983544286748337	U6					15.0
60201860	60200027	37.0	Rennbahnweg	Alser Straße	16.449594400000002	48.2575738	16.341828049999997	48.21681995	-13.087656698199046	-34.60799390531161	0.6607142857142857	1.2092506014483149	U6					15.0
60201891	60200027	25.0	Taborstraße	Alser Straße	16.3814115	48.219181500000005	16.341828049999997	48.21681995	-1.4888535677652925	-24.95562692167345	0.44642857142857145	1.511206924374516	U6					15.0
60201892	60200027	29.0	Messe	Alser Straße	16.40499785	48.217768050000004	16.341828049999997	48.21681995	-0.43520485636210676	-28.996734242548744	0.5178571428571429	1.5557886994302395	U6					15.0
60201893	60200027	30.0	Krieau	Alser Straße	16.413787499999998	48.2147188	16.341828049999997	48.21681995	0.8755993269670753	-29.987219374570476	0.5357142857142857	1.541605537149934	U6					15.0
60201894	60200027	31.0	Stadion	Alser Straße	16.420228450000003	48.21085205	16.341828049999997	48.21681995	2.352937285223962	-30.910575635723816	0.5535714285714286	1.4948220567527706	U6					15.0
60200027	60200027	0.0	Alser Straße	Alser Straße	16.341828049999997	48.21681995	16.341828049999997	48.21681995	0.0	0.0	0.0		U6					15.0
60200014	60200031	23.0	Alaudagasse	Alte Donau	16.382337449999998	48.153693	16.42461245	48.23818995	20.569241933390305	10.291077994343345	0.4107142857142857	0.4638987107904702	U1	18.0				
60200031	60200031	0.0	Alte Donau	Alte Donau	16.42461245	48.23818995	16.42461245	48.23818995	0.0	0.0	0.0		U1	18.0				
60200033	60200031	21.0	Altes Landgut	Alte Donau	16.383595550000003	48.161794	16.42461245	48.23818995	18.50194837758399	9.933675363792455	0.375	0.4927291601566326	U1	18.0				
60200048	60200031	32.0	Schöpfwerk	Alte Donau	16.3244684	48.161044950000004	16.42461245	48.23818995	19.528410880968735	25.350368211607144	0.5714285714285714	0.9144039928961132	U1	18.0				
60200056	60200031	18.0	Neubaugasse	Alte Donau	16.352495349999998	48.19920705	16.42461245	48.23818995	8.559422807276803	15.834654439117694	0.32142857142857145	1.0752373157022832	U1	18.0				
60200161	60200031	28.0	Braunschweiggasse	Alte Donau	16.295834399999997	48.1893919	16.42461245	48.23818995	9.921644572880002	26.183219224714154	0.5	1.2085833905473102	U1	18.0				
60200188	60200031	26.0	Burggasse - Stadthalle	Alte Donau	16.337210900000002	48.2032869	16.42461245	48.23818995	9.642445251553744	24.14587437991817	0.4642857142857143	1.1908579096328413	U1	18.0				
60200234	60200031	5.0	Donauinsel	Alte Donau	16.41133555	48.22921705	16.42461245	48.23818995	2.799720112947367	4.142652204706302	0.08928571428571429	0.9764780906223182	U1	18.0				
60200245	60200031	17.0	Stubentor	Alte Donau	16.37926535	48.20693055	16.42461245	48.23818995	9.64843498487133	13.996703266937931	0.30357142857142855	0.9672631506713069	U1	18.0				
60200282	60200031	20.0	Donaumarina	Alte Donau	16.43126455	48.206269	16.42461245	48.23818995	19.579375414634647	-4.080203226899403	0.35714285714285715	0.2054524971405008	U1	18.0				
60200285	60200031	37.0	Erlaaer Straße	Alte Donau	16.31654555	48.14229285	16.42461245	48.23818995	24.558225708737577	27.67478184265778	0.6607142857142857	0.8449939202314343	U1	18.0				
60200289	60200031	23.0	Erdberg	Alte Donau	16.41418745	48.1914015	16.42461245	48.23818995	22.4494978934152	5.002004031740329	0.4107142857142857	0.21923032655366112	U1	18.0				
60200290	60200031	21.0	Donaustadtbrücke	Alte Donau	16.43995555	48.2116809	16.42461245	48.23818995	18.175213794734315	-10.519581907837381	0.375	0.5246758363785026	U1	18.0				
60200299	60200031	27.0	Aspernstraße	Alte Donau	16.47486455	48.22260095	16.42461245	48.23818995	7.999745890195786	-25.78767274672718	0.48214285714285715	1.2699937054787651	U1	18.0				
60200334	60200031	32.0	Floridsdorf	Alte Donau	16.40046095	48.25620495	16.42461245	48.23818995	-19.13289734141773	25.65018984964381	0.5714285714285714	0.9299138471397413	U1	18.0				
60200357	60200031	19.0	Friedensbrücke	Alte Donau	16.36432205	48.22754784999999	16.42461245	48.23818995	3.3027091770634756	18.71074857112191	0.3392857142857143	1.3960820220493513	U1	18.0				
60200399	60200031	25.0	Zippererstraße	Alte Donau	16.41191055	48.180268	16.42461245	48.23818995	24.41972708602272	5.355084410554907	0.44642857142857145	0.21587620349161138	U1	18.0				
60200425	60200031	27.0	Enkplatz	Alte Donau	16.4147488	48.174709	16.42461245	48.23818995	26.679856922870258	4.145507758426236	0.48214285714285715	0.1541470556526149	U1	18.0				
60200436	60200031	28.0	Gumpendorfer Straße	Alte Donau	16.337565350000002	48.19083	16.42461245	48.23818995	13.381658107722712	24.59534968826463	0.5	1.072515219317713	U1	18.0				
60200473	60200031	24.0	Hardeggasse	Alte Donau	16.457185350000003	48.2210065	16.42461245	48.23818995	11.198229534070956	-21.227332741120843	0.42857142857142855	1.085361611345755	U1	18.0				
60200487	60200031	31.0	Hausfeldstraße	Alte Donau	16.485679400000002	48.23345995	16.42461245	48.23818995	2.393964677199796	-30.907425210203446	0.5535714285714286	1.4934946962626023	U1	18.0				
60200491	60200031	22.0	Heiligenstadt	Alte Donau	16.3658084	48.24850995	16.42461245	48.23818995	-3.8028397219320436	21.668834995202115	0.39285714285714285	1.3970673865666599	U1	18.0				
60200500	60200031	28.0	Dresdner Straße	Alte Donau	16.3800655	48.237232500000005	16.42461245	48.23818995	0.6016665565124931	27.993534920670065	0.5	1.5493065815022264	U1	18.0				
60200506	60200031	15.0	Herrengasse	Alte Donau	16.36511745	48.20933095	16.42461245	48.23818995	6.546479041303163	13.496059134494722	0.26785714285714285	1.1191671585060952	U1	18.0				
60200520	60200031	27.0	Hietzing	Alte Donau	16.3048134	48.18754495	16.42461245	48.23818995	10.513374896371186	24.869035934035566	0.48214285714285715	1.1708333347900817	U1	18.0				
60200560	60200031	33.0	Hütteldorf	Alte Donau	16.260750350000002	48.1970034	16.42461245	48.23818995	8.044299033890448	32.00451925983812	0.5892857142857143	1.324548563509695	U1	18.0				
60200606	60200031	24.0	Johnstraße	Alte Donau	16.32006205	48.19764705	16.42461245	48.23818995	8.67721716847017	22.37645866108412	0.42857142857142855	1.20086573990525	U1	18.0				
60200615	60200031	28.0	Josefstädter Straße	Alte Donau	16.339195949999997	48.211690000000004	16.42461245	48.23818995	8.296716585680636	26.742559598828453	0.5	1.2699681354525294	U1	18.0				
60200627	60200031	1.0	Kagran	Alte Donau	16.43317805	48.243263049999996	16.42461245	48.23818995	-0.5095933880670843	-0.8604153525119772	0.017857142857142856	1.0360841790240367	U1	18.0				
60200633	60200031	3.0	Kagraner Platz	Alte Donau	16.44340555	48.250411899999996	16.42461245	48.23818995	-1.6355703801705435	-2.5149372818240985	0.05357142857142857	0.9941804318039998	U1	18.0				
60200641	60200031	4.0	Kaisermühlen, V.I.C.	Alte Donau	16.41628995	48.2327719	16.42461245	48.23818995	2.1823384459584427	3.352222979948036	0.07142857142857142	0.9937097896558823	U1	18.0				
60200653	60200031	21.0	Kardinal-Nagl-Platz	Alte Donau	16.4005419	48.19717705	16.42461245	48.23818995	18.111163108056562	10.629476509846143	0.375	0.5307328900391342	U1	18.0				
60200657	60200031	13.0	Karlsplatz	Alte Donau	16.369268666666667	48.20086866666667	16.42461245	48.23818995	7.268360599325336	10.77826211400405	0.23214285714285715	0.9774908163615862	U1	18.0				
60200666	60200031	18.0	Keplerplatz	Alte Donau	16.37604855	48.17955760000001	16.42461245	48.23818995	13.862384584171714	11.481911584771867	0.32142857142857145	0.6917475193460195	U1	18.0				
60200670	60200031	18.0	Kettenbrückengasse	Alte Donau	16.35808785	48.19663495	16.42461245	48.23818995	9.53620574618617	15.266328306649438	0.32142857142857145	1.0124443181680383	U1	18.0				
60200743	60200031	18.0	Landstraße	Alte Donau	16.385223425	48.2063514	16.42461245	48.23818995	11.315301723406831	13.998712330363333	0.32142857142857145	0.8910087009085638	U1	18.0				
60200769	60200031	9.0	Leopoldau	Alte Donau	16.45179535	48.27752845	16.42461245	48.23818995	-7.404258544109707	-5.11634199521283	0.16071428571428573	0.6046600622780809	U1	18.0				
60200820	60200031	23.0	Längenfeldgasse	Alte Donau	16.334985225	48.184854175	16.42461245	48.23818995	11.761887524166847	19.765070247000093	0.4107142857142857	1.0339989823929687	U1	18.0				
60200827	60200031	21.0	Margaretengürtel	Alte Donau	16.3430588	48.18848495	16.42461245	48.23818995	10.929095517902043	17.931951125311866	0.375	1.0234382303475458	U1	18.0				
60200863	60200031	24.0	Meidling Hauptstraße	Alte Donau	16.32785	48.183654950000005	16.42461245	48.23818995	11.78368457336061	20.908007506109787	0.42857142857142855	1.0575741358403838	U1	18.0				
60200874	60200031	31.0	Michelbeuern - AKH	Alte Donau	16.344316900000003	48.2213	16.42461245	48.23818995	6.381123873609755	30.336137824542657	0.5535714285714286	1.3634715504229113	U1	18.0				
60200910	60200031	33.0	Aspern Nord	Alte Donau	16.5047334	48.23458495	16.42461245	48.23818995	1.4833169109655795	-32.966646340530964	0.5892857142857143	1.5258321797967036	U1	18.0				
60200916	60200031	9.0	Nestroyplatz	Alte Donau	16.38549955	48.21528995	16.42461245	48.23818995	4.547299607482043	7.766728157969331	0.16071428571428573	1.0411183026719595	U1	18.0				
60200937	60200031	27.0	Niederhofstraße	Alte Donau	16.3311559	48.1808161	16.42461245	48.23818995	14.126000825695186	23.009913095717224	0.48214285714285715	1.020212090146762	U1	18.0				
60200942	60200031	35.0	Seestadt	Alte Donau	16.5084165	48.2261086	16.42461245	48.23818995	4.994038238362886	-34.64187613386102	0.625	1.4276208569871802	U1	18.0				
60200949	60200031	26.0	Oberlaa	Alte Donau	16.400264	48.142194	16.42461245	48.23818995	25.201970158956126	6.392237488320112	0.4642857142857143	0.24840196495898875	U1	18.0				
60200950	60200031	28.0	Nußdorfer Straße	Alte Donau	16.3523609	48.231305899999995	16.42461245	48.23818995	2.6557824355140305	27.873765796088897	0.5	1.4758041580415466	U1	18.0				
60200956	60200031	31.0	Ober St. Veit	Alte Donau	16.276076500000002	48.1922459	16.42461245	48.23818995	9.160488831750143	29.61562838035656	0.5535714285714286	1.2708178551874756	U1	18.0				
60200981	60200031	28.0	Ottakring	Alte Donau	16.31151455	48.21156095	16.42461245	48.23818995	6.417149638360798	27.25472785626167	0.5	1.3395571267171422	U1	18.0				
